"packet","qid","output_qid","clean_answers","last_token_position","num_models","num_correct_first_buzz","num_buzzed","avg_first_buzz_accuracy","avg_first_buzz_token_position","avg_normalized_first_buzz_position","difficulty_rank","difficulty_score"
"packet1","advvqa-t-8JAFUITLrwZCMFkrmP6L","advvqa-packet1-t-8JAFUITLrwZCMFkrmP6L","Apollo Mission","85","13","8","13","0.6153846153846154","40.15384615384615","0.47239819004524886","53","0.3846"
"packet2","advvqa-t-OPpqTfpP7LdBBFrDeJAO","advvqa-packet2-t-OPpqTfpP7LdBBFrDeJAO","Zimbabwe","93","13","8","13","0.6153846153846154","38.23076923076923","0.4110835401157982","54","0.3846"
"packet6","advvqa-t-zpnh32LsV6bUokglaDgS","advvqa-packet6-t-zpnh32LsV6bUokglaDgS","International Radiotelephony Spelling Alphabet or  International Civil Aviation Organization Spelling Alphabet (but accept NATO phonetic alphabet)","82","13","8","13","0.6153846153846154","37.15384615384615","0.4530956848030019","55","0.3846"
"packet1","advvqa-t-dqshJgJWfziosu0GhtIh","advvqa-packet1-t-dqshJgJWfziosu0GhtIh","New York City","89","13","8","13","0.6153846153846154","34.61538461538461","0.3889369057908384","56","0.3846"
"packet2","advvqa-t-3SJwpETiqeXeVQQeSL2C","advvqa-packet2-t-3SJwpETiqeXeVQQeSL2C","Spain","96","13","8","13","0.6153846153846154","32.84615384615385","0.3421474358974359","57","0.3846"
"packet3","advvqa-t-zlBPTJtFek9Wy05AaPTD","advvqa-packet3-t-zlBPTJtFek9Wy05AaPTD","After Hours","222","13","8","13","0.6153846153846154","32.15384615384615","0.14483714483714485","58","0.3846"
"packet2","advvqa-t-RtTjMY8PLfkYYn0C74ri","advvqa-packet2-t-RtTjMY8PLfkYYn0C74ri","Soviet Union [or the U.S.S.R.]","69","13","8","13","0.6153846153846154","18.46153846153846","0.26755852842809363","59","0.3846"
"packet4","advvqa-t-xeQ0nXBIAAoLs1okPf4V","advvqa-packet4-t-xeQ0nXBIAAoLs1okPf4V","The Magic Flute/Die Zauberflöte","71","13","8","13","0.6153846153846154","9.23076923076923","0.13001083423618634","60","0.3846"
"packet1","advvqa-t-GzYzrmbzHeXtPnp56Z10","advvqa-packet1-t-GzYzrmbzHeXtPnp56Z10","New Jersey","144","13","9","13","0.6923076923076923","47.23076923076923","0.32799145299145305","61","0.3077"
"packet1","advvqa-t-NpuyoBsTcOckEOeIVITg","advvqa-packet1-t-NpuyoBsTcOckEOeIVITg","Chinatown (accept equivalents)","101","13","9","13","0.6923076923076923","42.0","0.4158415841584159","62","0.3077"
"packet1","advvqa-t-vgzdaVOKiGQUuC8gSLqa","advvqa-packet1-t-vgzdaVOKiGQUuC8gSLqa","University of Illinois Urbana-Champaign","65","13","9","13","0.6923076923076923","35.61538461538461","0.5479289940828402","63","0.3077"
"packet2","advvqa-t-qpQRWF7dpNQAkyozTnz7","advvqa-packet2-t-qpQRWF7dpNQAkyozTnz7","Catholicism","77","13","9","13","0.6923076923076923","34.84615384615385","0.45254745254745254","64","0.3077"
"packet3","advvqa-t-Wg8cJ7C4f7kEHLehSKAu","advvqa-packet3-t-Wg8cJ7C4f7kEHLehSKAu","Kama Sutra","109","13","9","13","0.6923076923076923","32.15384615384615","0.2949894142554693","65","0.3077"
"packet4","advvqa-t-O1yyRkTLvQdrlqua3V0c","advvqa-packet4-t-O1yyRkTLvQdrlqua3V0c","Johann Wolfgang von Goethe","58","13","9","13","0.6923076923076923","28.153846153846153","0.4854111405835544","66","0.3077"
"packet4","advvqa-t-REYC2yK3nFZQvvqkNrXa","advvqa-packet4-t-REYC2yK3nFZQvvqkNrXa","sea","74","13","9","12","0.6923076923076923","22.833333333333332","0.30855855855855857","67","0.3077"
"packet5","advvqa-t-nJHFoCbxeqkSt1XnTniM","advvqa-packet5-t-nJHFoCbxeqkSt1XnTniM","Gray's Anatomy","65","13","9","13","0.6923076923076923","22.076923076923077","0.3396449704142012","68","0.3077"
"packet1","advvqa-t-6EaYU85nVBNW6DcPqaA5","advvqa-packet1-t-6EaYU85nVBNW6DcPqaA5","Singapore","82","13","9","13","0.6923076923076923","21.53846153846154","0.26266416510318946","69","0.3077"
"packet6","advvqa-t-nJHFoCbxeqkSt1XnTniM","advvqa-packet6-t-nJHFoCbxeqkSt1XnTniM","Gray's Anatomy","65","13","9","13","0.6923076923076923","21.53846153846154","0.33136094674556216","70","0.3077"
"packet1","advvqa-t-Pv4vwLpJWiSpu6CJVx1x","advvqa-packet1-t-Pv4vwLpJWiSpu6CJVx1x","Disney World [accept Walt Disney World, Walt Disney World Resort]","67","13","9","13","0.6923076923076923","16.076923076923077","0.2399540757749713","71","0.3077"
"packet5","advvqa-t-CRNC5oHzpTDjvGonwNdA","advvqa-packet5-t-CRNC5oHzpTDjvGonwNdA","statistics","130","13","10","13","0.7692307692307693","59.61538461538461","0.45857988165680474","72","0.2308"
"packet1","advvqa-t-I2QtfMpPDixkYknKBme8","advvqa-packet1-t-I2QtfMpPDixkYknKBme8","Washington, D.C.","98","13","10","13","0.7692307692307693","56.46153846153846","0.576138147566719","73","0.2308"
"packet1","advvqa-t-Em8Ctxhz4bo7N65jONWg","advvqa-packet1-t-Em8Ctxhz4bo7N65jONWg","London","90","13","10","13","0.7692307692307693","55.53846153846154","0.6170940170940171","74","0.2308"
"packet3","advvqa-t-LB2uc5AFzP7RRrDwahoJ","advvqa-packet3-t-LB2uc5AFzP7RRrDwahoJ","Guernica","102","13","10","13","0.7692307692307693","46.69230769230769","0.45776772247360487","75","0.2308"
"packet3","advvqa-t-OZBuu5dExz2bWouyhXCX","advvqa-packet3-t-OZBuu5dExz2bWouyhXCX","Sand Timer","187","13","10","13","0.7692307692307693","40.84615384615385","0.21842863019333608","76","0.2308"
"packet1","advvqa-t-hXDm3m6AEpv2TxJ0HKdZ","advvqa-packet1-t-hXDm3m6AEpv2TxJ0HKdZ","Lithuania","78","13","10","13","0.7692307692307693","34.38461538461539","0.44082840236686394","77","0.2308"
"packet2","advvqa-t-EKY1UGSc5TChPU33ARyw","advvqa-packet2-t-EKY1UGSc5TChPU33ARyw","Matsuo Basho","79","13","10","13","0.7692307692307693","32.84615384615385","0.41577409931840315","78","0.2308"
"packet6","advvqa-t-IyVlOlpQxcH0o6V9tLJ7","advvqa-packet6-t-IyVlOlpQxcH0o6V9tLJ7","The Korean War","68","13","10","13","0.7692307692307693","32.61538461538461","0.4796380090497738","79","0.2308"
"packet3","advvqa-t-Z1PH5PnkeCAYIm1b7Ynk","advvqa-packet3-t-Z1PH5PnkeCAYIm1b7Ynk","The Dark Knight","117","13","10","13","0.7692307692307693","29.846153846153847","0.25509533201840895","80","0.2308"
"packet1","advvqa-t-5bTYZUD1fC8LxDPNbeBz","advvqa-packet1-t-5bTYZUD1fC8LxDPNbeBz","Hill Valley","83","13","10","13","0.7692307692307693","29.076923076923077","0.3503243744207599","81","0.2308"
"packet6","advvqa-t-j6r5ZXhduCYbTErR2WNr","advvqa-packet6-t-j6r5ZXhduCYbTErR2WNr","The picture of Dorian Gray","107","13","10","13","0.7692307692307693","26.615384615384617","0.24874191229331413","82","0.2308"
"packet4","advvqa-t-ftLJXrWhRtZa9W5sPFwP","advvqa-packet4-t-ftLJXrWhRtZa9W5sPFwP","Gustave Eiffel/Alexandre Gustave Eiffel","79","13","10","13","0.7692307692307693","26.23076923076923","0.3320350535540409","83","0.2308"
"packet4","advvqa-t-atvPnPQcM0FFyFz6oRh5","advvqa-packet4-t-atvPnPQcM0FFyFz6oRh5","Antonio Canova","56","13","10","13","0.7692307692307693","24.846153846153847","0.44368131868131866","84","0.2308"
"packet2","advvqa-t-bM0YFWPHlm9W4BbTBPcT","advvqa-packet2-t-bM0YFWPHlm9W4BbTBPcT","hexagon","102","13","10","13","0.7692307692307693","23.23076923076923","0.22775263951734542","85","0.2308"
"packet2","advvqa-t-3gSnEnS3UTlqHBknG8pf","advvqa-packet2-t-3gSnEnS3UTlqHBknG8pf","Self-Actualization","95","13","10","13","0.7692307692307693","21.53846153846154","0.22672064777327933","86","0.2308"
"packet1","advvqa-t-LcvtxyoXMR6SDbyJhf4B","advvqa-packet1-t-LcvtxyoXMR6SDbyJhf4B","Groundhog Day","112","13","10","13","0.7692307692307693","17.23076923076923","0.15384615384615385","87","0.2308"
"packet1","advvqa-t-w2mhA0hWqQ93KzBmqmec","advvqa-packet1-t-w2mhA0hWqQ93KzBmqmec","Berlin","113","13","10","13","0.7692307692307693","16.53846153846154","0.146358066712049","88","0.2308"
"packet5","advvqa-t-bYtiJRSNQ0xjAFD4lUgH","advvqa-packet5-t-bYtiJRSNQ0xjAFD4lUgH","hemoglobin","104","13","10","13","0.7692307692307693","14.692307692307692","0.14127218934911243","89","0.2308"
"packet6","advvqa-t-FH8JGUILacKWX2nTefaD","advvqa-packet6-t-FH8JGUILacKWX2nTefaD","The Super Mario Bros. Movie [accept The Mario Movie]","131","13","11","13","0.8461538461538461","38.0","0.2900763358778626","90","0.1538"
"packet1","advvqa-t-RymSumAaUKDKnumFbZLb","advvqa-packet1-t-RymSumAaUKDKnumFbZLb","Around the World in 80 Days or Le Tour du monde en quatre-vingts jours","88","13","11","13","0.8461538461538461","33.69230769230769","0.38286713286713286","91","0.1538"
"packet5","advvqa-t-piMkTxcl7hSIErHXzovZ","advvqa-packet5-t-piMkTxcl7hSIErHXzovZ","Enigma machine","107","13","11","13","0.8461538461538461","33.69230769230769","0.31488138030194107","92","0.1538"
"packet3","advvqa-t-5gmjQXFfMhDfYWopYPRR","advvqa-packet3-t-5gmjQXFfMhDfYWopYPRR","Ali Baba (and the 40 Thieves)","156","13","11","13","0.8461538461538461","32.84615384615385","0.21055226824457593","93","0.1538"
"packet5","advvqa-t-f2gHTH1m7ERBnpnPaa3e","advvqa-packet5-t-f2gHTH1m7ERBnpnPaa3e","Black-body radiation","77","13","11","13","0.8461538461538461","30.846153846153847","0.4005994005994006","94","0.1538"
"packet5","advvqa-t-j6r5ZXhduCYbTErR2WNr","advvqa-packet5-t-j6r5ZXhduCYbTErR2WNr","The picture of Dorian Gray","107","13","11","13","0.8461538461538461","27.307692307692307","0.25521207764198417","95","0.1538"
"packet6","advvqa-t-cBnkwWk4N0WYLp9ghhTm","advvqa-packet6-t-cBnkwWk4N0WYLp9ghhTm","Gettysburg","99","13","12","13","0.9230769230769231","61.15384615384615","0.6177156177156178","96","0.0769"
"packet3","advvqa-t-Hc46kNNIrL0CrjR6kddu","advvqa-packet3-t-Hc46kNNIrL0CrjR6kddu","Le Petit Prince, The Little Prince","141","13","12","13","0.9230769230769231","41.61538461538461","0.29514457174031644","97","0.0769"
"packet2","advvqa-t-XgvmgXLeD6vauaKksUTm","advvqa-packet2-t-XgvmgXLeD6vauaKksUTm","Falklands War","107","13","12","13","0.9230769230769231","37.38461538461539","0.3493889288281811","98","0.0769"
"packet6","advvqa-t-OxmlN1vTMijiBk9MXGrL","advvqa-packet6-t-OxmlN1vTMijiBk9MXGrL","Pablo Neruda","118","13","12","13","0.9230769230769231","36.53846153846154","0.3096479791395046","99","0.0769"
"packet3","advvqa-t-fD7iPA1popZRRUN4eZE1","advvqa-packet3-t-fD7iPA1popZRRUN4eZE1","The Italian Job","109","13","12","13","0.9230769230769231","33.07692307692308","0.30345800988002825","100","0.0769"
"packet1","advvqa-t-w1r2V5nR5q9pBrSgEi82","advvqa-packet1-t-w1r2V5nR5q9pBrSgEi82","Alexander von Humboldt","70","13","12","13","0.9230769230769231","31.384615384615383","0.4483516483516483","101","0.0769"
"packet1","advvqa-t-5PMM62rTZCur1sGVOjE4","advvqa-packet1-t-5PMM62rTZCur1sGVOjE4","**French** or **français**","117","13","12","13","0.9230769230769231","29.615384615384617","0.25312294543063774","102","0.0769"
"packet1","advvqa-t-WWi7fNWTDIPJe3p9Pi2c","advvqa-packet1-t-WWi7fNWTDIPJe3p9Pi2c","Battle of Waterloo","99","13","12","13","0.9230769230769231","27.76923076923077","0.2804972804972805","103","0.0769"
"packet3","advvqa-t-cW8GwQmlfOm4TCbVMrVt","advvqa-packet3-t-cW8GwQmlfOm4TCbVMrVt","1984","79","13","12","13","0.9230769230769231","26.692307692307693","0.3378773125608569","104","0.0769"
"packet4","advvqa-t-SxqSqGQ1LYJ59RO4htDQ","advvqa-packet4-t-SxqSqGQ1LYJ59RO4htDQ","The Rite of Spring","47","13","12","13","0.9230769230769231","25.307692307692307","0.5384615384615384","105","0.0769"
"packet4","advvqa-t-r059KXaLJFhyH037WaXB","advvqa-packet4-t-r059KXaLJFhyH037WaXB","Joseph Stalin","37","13","12","12","0.9230769230769231","24.583333333333332","0.6644144144144145","106","0.0769"
"packet4","advvqa-t-Ln23r1ukl5brDWMdHGR0","advvqa-packet4-t-Ln23r1ukl5brDWMdHGR0","The Night Watch","59","13","12","13","0.9230769230769231","19.076923076923077","0.32333767926988266","107","0.0769"
"packet6","advvqa-t-7fSYRXUZbKhUkEWY9aga","advvqa-packet6-t-7fSYRXUZbKhUkEWY9aga","Rocky Mountains","64","13","12","13","0.9230769230769231","18.846153846153847","0.29447115384615385","108","0.0769"
"packet5","advvqa-t-Hmv1RMq59r9VklABzrzn","advvqa-packet5-t-Hmv1RMq59r9VklABzrzn","Hubble parameter, Hubble constant","92","13","12","13","0.9230769230769231","14.615384615384615","0.15886287625418063","109","0.0769"
"packet5","advvqa-t-I0jty1iDUrUB5cMFgdCH","advvqa-packet5-t-I0jty1iDUrUB5cMFgdCH","Context-free languages or context free","52","13","12","13","0.9230769230769231","12.538461538461538","0.2411242603550296","110","0.0769"
"packet4","advvqa-t-DJPSA5ZzDdNpt5oakqVQ","advvqa-packet4-t-DJPSA5ZzDdNpt5oakqVQ","Santiago","41","13","12","12","0.9230769230769231","12.25","0.29878048780487804","111","0.0769"
"packet5","advvqa-t-s0eIxgIDrxCrqgYOWHMC","advvqa-packet5-t-s0eIxgIDrxCrqgYOWHMC","superconductivity","110","13","13","13","1.0","35.84615384615385","0.3258741258741259","112","0.0"
"packet4","advvqa-t-nDlQGIq6PEEQEOIiSbAf","advvqa-packet4-t-nDlQGIq6PEEQEOIiSbAf","Rosalind Franklin","108","13","13","13","1.0","34.61538461538461","0.32051282051282054","113","0.0"
"packet1","advvqa-t-MEpRrGXZymdGUYb2wAfM","advvqa-packet1-t-MEpRrGXZymdGUYb2wAfM","Cholera","101","13","13","13","1.0","25.76923076923077","0.25514089870525514","114","0.0"
"packet3","advvqa-t-FSlPn89xy82DPpP8gMJD","advvqa-packet3-t-FSlPn89xy82DPpP8gMJD","She-Hulk: Attorney at Law","187","13","13","13","1.0","23.53846153846154","0.12587412587412586","115","0.0"
"packet2","advvqa-t-BeLRIWMr4JXTcHOWxyUy","advvqa-packet2-t-BeLRIWMr4JXTcHOWxyUy","Sherlock Holmes","95","13","13","13","1.0","21.46153846153846","0.22591093117408906","116","0.0"
"packet6","advvqa-t-7lEmcHUoKZakQUJVaZfQ","advvqa-packet6-t-7lEmcHUoKZakQUJVaZfQ","Aida","65","13","13","13","1.0","18.692307692307693","0.2875739644970414","117","0.0"
"packet2","advvqa-t-NXltSnhuRcd4K2l1mZHE","advvqa-packet2-t-NXltSnhuRcd4K2l1mZHE","Mexico","80","13","13","13","1.0","16.153846153846153","0.20192307692307693","118","0.0"
"packet3","advvqa-t-lmJujW41V3etZ89PTHFz","advvqa-packet3-t-lmJujW41V3etZ89PTHFz","Friday","141","13","13","13","1.0","15.0","0.10638297872340427","119","0.0"
"packet6","advvqa-t-SBW85thuNDNcjSEc5z0p","advvqa-packet6-t-SBW85thuNDNcjSEc5z0p","A","71","13","13","13","1.0","12.615384615384615","0.17768147345612134","120","0.0"
